hs8,hs6,naics6,naics2,tariff,desc,Country,unmapped,bad_naics6,naics2_mismatch,public_admin,hs97,hs000
00550210,005502,NA,NA,30.0%,Artificial filament tow of cellulose acetate,Turkey,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
57032100,570321,NA,NA,35.0%,"Carpets and other textile floor coverings (including turf), tufted, whether or not made up. Of nylon or other polyamides: Turf",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
57032900,570329,NA,NA,10.0%,"Carpets and other textile floor coverings (including turf), tufted, whether or not made up: --Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
57032990,570329,NA,NA,25.0%,"Carpets and other textile floor coverings (including turf), tufted, whether or not made up. Of nylon or other polyamides: OtherOther",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
57033100,570331,NA,NA,50.0%,"Carpets and other textile floor coverings (including turf), tufted, whether or not made up. Of other man-made textile materials: Turf",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
57033900,570339,NA,NA,25.0%,"Carpets and other textile floor coverings (including turf), tufted, whether or not made up: --Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
57033910,570339,NA,NA,25.0%,"Carpets and other textile floor coverings (including turf), tufted, whether or not made up. Of other man-made textile materials: OtherMachine tufted",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
57033990,570339,NA,NA,25.0%,"Carpets and other textile floor coverings (including turf), tufted, whether or not made up. Of other man-made textile materials: OtherOther",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
61151000,611510,31511X,31,25.0%,"Pantyhose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted: -Stockings, gradually press tighted ( including stockings for varicose veins and footwear without applied soles)",China,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
61151010,611510,31511X,31,25.0%,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted. Graduated compression hosiery (for example, stockings for varicose veins)Panty hose and tights",Canada,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
61151091,611510,31511X,31,25.0%,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted. Graduated compression hosiery (for example, stockings for varicose veins)Other: Of wool or fine animal hair",Canada,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
61151099,611510,31511X,31,25.0%,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted. Graduated compression hosiery (for example, stockings for varicose veins)Other: Other",Canada,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
61152100,611521,31511X,31,50.0%,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted. Other panty hose and tights: Of synthetic fibres, measuring per single yarn less than 67 decitex",Canada,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
61152200,611522,31511X,31,50.0%,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted. Other panty hose and tights: Of synthetic fibres, measuring per single yarn 67 decitex or more",Canada,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
61152900,611529,31511X,31,25.0%,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted. Other panty hose and tights: Of other textile materials",Canada,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
61152990,611529,31511X,31,25.0%,"Pantyhose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted: ---Other",China,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
61153000,611530,31511X,31,50.0%,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted. Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",Canada,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
61159400,611594,31511X,31,35.0%,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted. Other: Of wool or fine animal hair",Canada,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
61159500,611595,31511X,31,50.0%,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted. Other: Of cotton",Canada,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
61159600,611596,31511X,31,50.0%,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted. Other: Of synthetic fibres",Canada,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
61159900,611599,31511X,31,25.0%,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted. Other: Of other textile materials",Canada,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
62012000,620120,NA,NA,50.0%,"Mens or boys overcoats, car-coats, capes, cloaks, anoraks (including ski- jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03: -Of wool or fine animal hair",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
62013010,620130,NA,NA,25.0%,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03. Of cottonMen's ski-jackets, solely of cotton",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
62013090,620130,NA,NA,50.0%,"Mens or boys overcoats, car-coats, capes, cloaks, anoraks (including ski- jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03: ---Other",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
62014010,620140,NA,NA,50.0%,"Mens or boys overcoats, car-coats, capes, cloaks, anoraks (including ski- jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03: ---Padded with feathers or down",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
62014090,620140,NA,NA,50.0%,"Mens or boys overcoats, car-coats, capes, cloaks, anoraks (including ski- jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03: ---Other",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
62019000,620190,NA,NA,50.0%,"Mens or boys overcoats, car-coats, capes, cloaks, anoraks (including ski- jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03: -Of other textile materials",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
62022000,620220,NA,NA,50.0%,"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.04. Of wool or fine animal hair",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
62023000,620230,NA,NA,25.0%,"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.04. Of cotton",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
62023090,620230,NA,NA,25.0%,"women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.04: ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
62024000,620240,NA,NA,25.0%,"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.04. Of man-made fibres",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
62024010,620240,NA,NA,25.0%,"women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.04: ---Padded with feathers or down",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
62024090,620240,NA,NA,25.0%,"women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.04: ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
62029000,620290,NA,NA,25.0%,"women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.04: -Of other textile materials",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
62029010,620290,NA,NA,25.0%,"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.04. Of other textile materialsOvercoats, raincoats, car-coats, capes, cloaks and similar articles",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
62029090,620290,NA,NA,25.0%,"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.04. Of other textile materialsOther",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
63042000,630420,NA,NA,25.0%,"Other furnishing articles, excluding those of heading 94.04. Bed nets specified in Subheading Note 1 to this Chapter",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
63090010,630900,920000,92,25.0%,Worn clothing and other worn articles. Used textile articles for use in the manufacture of wiping rags,Canada,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
63090090,630900,920000,92,25.0%,Worn clothing and other worn articles. Other,Canada,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
63101000,631010,910000,91,50.0%,"Used or new rags, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials. Sorted",Canada,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
63109000,631090,910000,91,50.0%,"Used or new rags, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials. Other",Canada,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
68151200,681512,NA,NA,10.0%,"Articles of stone or of other mineral substances (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included: --Fabrics of carbon fibres",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
68151310,681513,NA,NA,10.0%,"Articles of stone or of other mineral substances (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included: ---Carbon fibre prepreg",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
68151390,681513,NA,NA,20.0%,"Articles of stone or of other mineral substances (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included: ----Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
68151900,681519,NA,NA,10.0%,"Articles of stone or of other mineral substances (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included: --Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70191300,701913,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): --Other yarn, slivers",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70191400,701914,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): --Mechanically bonded mats",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70191500,701915,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): --Chemically bonded mats",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70196100,701961,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): --Closed woven fabrics of rovings",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70196200,701962,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): --Other closed fabrics of rovings",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70196310,701963,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Of a width not exceeding 30cm",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70196320,701963,NA,NA,25.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Of a width exceeding 30cm, plain weave, weighing not more than 110g/m2, of filaments measuring per single yarn not more than 22 tex",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70196390,701963,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70196410,701964,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Of a width not exceeding 30cm",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70196490,701964,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70196510,701965,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Woven fabrics of rovings",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70196590,701965,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70196610,701966,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Woven fabrics of rovings",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70196690,701966,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70196910,701969,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Mattresses",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70196920,701969,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Webs, boards and similar nonwoven products",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70196930,701969,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Woven fabrics of a width not exceeding 30cm",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70196990,701969,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70197100,701971,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): --Veils (thin sheets)",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70197210,701972,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Mattresses",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70197290,701972,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70197310,701973,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Mattresses",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70197390,701973,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70198010,701980,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Mattresses",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70198020,701980,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Webs, boards and similar nonwoven products",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70198090,701980,NA,NA,10.0%,"Glass fibres (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics): ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
71042100,710421,NA,NA,10.0%,"Synthetic or reconstructed precious or semiprecious stones, whether or not worked or graded but not strung, mounted or set; ungraded synthetic or reconstruct-ed precious or semi-precious stones, temporarily strung for convenience of transport: --Diamonds",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
71042900,710429,NA,NA,25.0%,"Synthetic or reconstructed precious or semiprecious stones, whether or not worked or graded but not strung, mounted or set; ungraded synthetic or reconstruct-ed precious or semi-precious stones, temporarily strung for convenience of transport: --Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
71049110,710491,NA,NA,15.0%,"Synthetic or reconstructed precious or semiprecious stones, whether or not worked or graded but not strung, mounted or set; ungraded synthetic or reconstruct-ed precious or semi-precious stones, temporarily strung for convenience of transport: ---For industrial use",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
71049911,710499,NA,NA,25.0%,"Synthetic or reconstructed precious or semiprecious stones, whether or not worked or graded but not strung, mounted or set; ungraded synthetic or reconstruct-ed precious or semi-precious stones, temporarily strung for convenience of transport: ----Sapphires",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
71049919,710499,NA,NA,10.0%,"Synthetic or reconstructed precious or semiprecious stones, whether or not worked or graded but not strung, mounted or set; ungraded synthetic or reconstruct-ed precious or semi-precious stones, temporarily strung for convenience of transport: ----Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
71049990,710499,NA,NA,25.0%,"Synthetic or reconstructed precious or semiprecious stones, whether or not worked or graded but not strung, mounted or set; ungraded synthetic or reconstruct-ed precious or semi-precious stones, temporarily strung for convenience of transport: ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
71129100,711291,910000,91,25.0%,"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or precious metal compounds, of a kind used principally for the recovery of precious metal other than goods of heading 85.49. Other: Of gold, including metal clad with gold but excluding sweepings containing other precious metals",Canada,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
71129110,711291,910000,91,25.0%,"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or precious metal compounds, of a kind used principally for the recovery of precious metal other than goods of heading 85.49: ---Of gold or gold compounds",China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
71129210,711292,910000,91,25.0%,"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or precious metal compounds, of a kind used principally for the recovery of precious metal other than goods of heading 85.49: ---Of platinum",China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
71129220,711292,910000,91,10.0%,"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or precious metal compounds, of a kind used principally for the recovery of precious metal other than goods of heading 85.49: ---Wasted and scrap with platinum",China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
71129900,711299,910000,91,25.0%,"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or precious metal compounds, of a kind used principally for the recovery of precious metal other than goods of heading 85.49. Other: Other",Canada,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
72041000,720410,910000,91,25.0%,Ferrous waste and scrap; remelting scrap ingots of iron or steel: -Waste and scrap of cast iron,China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
72042100,720421,910000,91,25.0%,Ferrous waste and scrap; remelting scrap ingots of iron or steel: --Of stainless steel,China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
72042900,720429,910000,91,25.0%,Ferrous waste and scrap; remelting scrap ingots of iron or steel: --Other,China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
72043000,720430,910000,91,25.0%,Ferrous waste and scrap; remelting scrap ingots of iron or steel: -Waste and scrap of tinned iron or steel,China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
72044100,720441,910000,91,25.0%,"Ferrous waste and scrap; remelting scrap ingots of iron or steel: --Turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings, whether or not in bundles",China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
72044900,720449,910000,91,25.0%,Ferrous waste and scrap; remelting scrap ingots of iron or steel: --Other,China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
72045000,720450,910000,91,25.0%,Ferrous waste and scrap; remelting scrap ingots of iron or steel: -Remelting scrap ingots,China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
00730890,007308,NA,NA,30.0%,"Structures and parts of structures, of iron or steel, n.e.s. (excl. bridges and bridge-sections, towers and lattice masts, doors and windows and their frames, thresholds for doors, props and similar equipment for scaffolding, shuttering, propping or pit-propping)",Turkey,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74040000,740400,910000,91,25.0%,Copper waste and scrap: Copper waste and scrap,China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
74192010,741920,NA,NA,25.0%,Other articles of copper: ---Chain and parts thereof,China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74192020,741920,NA,NA,20.0%,"Other articles of copper: ---Other, for industrial use",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74192090,741920,NA,NA,10.0%,Other articles of copper: ---Other,China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74198010,741980,NA,NA,25.0%,Other articles of copper: ---Chain and parts thereof,China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74198020,741980,NA,NA,25.0%,Other articles of copper: ---Copper springs,China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74198030,741980,NA,NA,25.0%,"Other articles of copper: ---Cloth (including endless hands), of copper wire",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74198040,741980,NA,NA,10.0%,"Other articles of copper: ---Grill and netting, of copper wire; expanded metal, of copper",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74198091,741980,NA,NA,20.0%,Other articles of copper: ----For industrial use,China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74198099,741980,NA,NA,20.0%,Other articles of copper: ----Other,China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75030000,750300,910000,91,25.0%,Nickel waste and scrap: Nickel waste and scrap,China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
76020000,760200,910000,91,50.0%,Aluminium waste and scrap: Aluminium waste and scrap,China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
79020000,790200,910000,91,25.0%,Zinc waste and scrap: Zinc waste and scrap,China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
80020000,800200,910000,91,25.0%,Tin waste and scrap: Tin waste and scrap,China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
81033000,810330,910000,91,25.0%,"Tantalum and articles thereof, including waste and scrap: -Waste and scrap",China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
81039100,810391,NA,NA,10.0%,"Tantalum and articles thereof, including waste and scrap: --Crucibles",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
81039919,810399,NA,NA,10.0%,"Tantalum and articles thereof, including waste and scrap: ----Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
81039990,810399,NA,NA,10.0%,"Tantalum and articles thereof, including waste and scrap: ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
81042000,810420,910000,91,25.0%,"Magnesium and articles thereof, including waste and scrap: -Waste and scrap",China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
81061010,810610,NA,NA,25.0%,"Bismuth and articles thereof, including waste and scrap: ---Unwrought bismuth; waste and scrappowders",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
81061090,810610,NA,NA,10.0%,"Bismuth and articles thereof, including waste and scrap: ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
81069010,810690,NA,NA,25.0%,"Bismuth and articles thereof, including waste and scrap: ---Unwrought bismuth; waste and scrappowders",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
81069090,810690,NA,NA,10.0%,"Bismuth and articles thereof, including waste and scrap: ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
81083000,810830,910000,91,25.0%,"Titanium and articles thereof, including waste and scrap: -Waste and scrap",China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
81092100,810921,NA,NA,25.0%,"Zirconium and articles thereof, including waste and scrap: --Containing less than 1 part hafnium to 500 parts zirconium by weight",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
81092900,810929,NA,NA,25.0%,"Zirconium and articles thereof, including waste and scrap: --Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
81093100,810931,NA,NA,25.0%,"Zirconium and articles thereof, including waste and scrap: --Containing less than 1 part hafnium to 500 parts zirconium by weight",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
81093900,810939,NA,NA,25.0%,"Zirconium and articles thereof, including waste and scrap: --Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
81099100,810991,NA,NA,10.0%,"Zirconium and articles thereof, including waste and scrap: --Containing less than 1 part hafnium to 500 parts zirconium by weight",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
81099900,810999,NA,NA,10.0%,"Zirconium and articles thereof, including waste and scrap: --Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
81123100,811231,NA,NA,25.0%,"Beryllium, chromium, hafnium, rhenium, thallium, cadmium, germanium, vanadium, gallium, indium and niobium (columbium), articles of these metals, including waste and scrap: --Unwrought; waste and scrap; powders",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
81123900,811239,NA,NA,10.0%,"Beryllium, chromium, hafnium, rhenium, thallium, cadmium, germanium, vanadium, gallium, indium and niobium (columbium), articles of these metals, including waste and scrap: --Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
81124100,811241,NA,NA,25.0%,"Beryllium, chromium, hafnium, rhenium, thallium, cadmium, germanium, vanadium, gallium, indium and niobium (columbium), articles of these metals, including waste and scrap: --Unwrought; waste and scrap; powders",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
81124900,811249,NA,NA,10.0%,"Beryllium, chromium, hafnium, rhenium, thallium, cadmium, germanium, vanadium, gallium, indium and niobium (columbium), articles of these metals, including waste and scrap: --Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
81126910,811269,NA,NA,25.0%,"Beryllium, chromium, hafnium, rhenium, thallium, cadmium, germanium, vanadium, gallium, indium and niobium (columbium), articles of these metals, including waste and scrap: ---Unwrought cadmium;powders",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
81126990,811269,NA,NA,10.0%,"Beryllium, chromium, hafnium, rhenium, thallium, cadmium, germanium, vanadium, gallium, indium and niobium (columbium), articles of these metals, including waste and scrap: ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84099110,840991,33631X,33,10.0%,Parts suitable for use solely or principally with the engines of heading 8407 or 8408: ---For marine propulsion engines,China,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
00841370,008413,NA,NA,10.0%,Centrifugal pumps,Turkey,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84147010,841470,NA,NA,25.0%,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; gas-tight biological safety cabinets, whether or not fitted with filters: ---Hoods having a maximum horizontal side not exceeding 120cm",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
