hs8,hs6,naics6,naics2,tariff,desc,Country,unmapped,bad_naics6,naics2_mismatch,public_admin,hs97,hs000
32041810,320418,NA,NA,27.5%,"Synthetic organic colouring matter, whether or not chemically defined; preparations as specified in Note 3 to this Chapter based on synthetic organic colouring natter; synthetic organic products of a kind used as fluorescent brightening agents or as luminophores, whether or not chemically defined: ---Carotenoid (including carotene)",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32041820,320418,NA,NA,22.5%,"Synthetic organic colouring matter, whether or not chemically defined; preparations as specified in Note 3 to this Chapter based on synthetic organic colouring natter; synthetic organic products of a kind used as fluorescent brightening agents or as luminophores, whether or not chemically defined: ---Preparations based on carotenoid (including carotene)",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
00003304,000033,NA,NA,30.0%,"Beauty or make-up preparations and preparations for the care of the skin, incl. sunscreen or suntan preparations (excl. medicaments); manicure or pedicure preparations",Turkey,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
34023100,340231,NA,NA,5.0%,"Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 34.01: --Linear alkylbenzene sulphonic acids and their salts",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
34023900,340239,NA,NA,5.0%,"Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 34.01: --Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
34024100,340241,NA,NA,5.0%,"Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 34.01: --Cationic",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
34024200,340242,NA,NA,25.0%,"Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 34.01: --Non-ionic",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
34024900,340249,NA,NA,10.0%,"Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 34.01: --Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
34025010,340250,NA,NA,20.0%,"Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 34.01: ---Synthetic detergents in powder form",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
34025090,340250,NA,NA,10.0%,"Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 34.01: ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
36031000,360310,NA,NA,12.5%,Safety fuses; detonating cords; percussion or detonating caps; igniters; electric detonators: -Safety fuses,China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
36032000,360320,NA,NA,12.5%,Safety fuses; detonating cords; percussion or detonating caps; igniters; electric detonators: -Detonating cords,China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
36033000,360330,NA,NA,12.5%,Safety fuses; detonating cords; percussion or detonating caps; igniters; electric detonators: -Percussion caps,China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
36034000,360340,NA,NA,12.5%,Safety fuses; detonating cords; percussion or detonating caps; igniters; electric detonators: -Detonating caps,China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
36035000,360350,NA,NA,12.5%,Safety fuses; detonating cords; percussion or detonating caps; igniters; electric detonators: -Igniters,China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
36036000,360360,NA,NA,12.5%,Safety fuses; detonating cords; percussion or detonating caps; igniters; electric detonators: -Electric detonators,China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
38221300,382213,NA,NA,7.5%,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits, other than those of heading 30.06; certified reference materials: --For blood-grouping",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
38271100,382711,NA,NA,5.0%,"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included: --Containing chlorofluorocarbons (CFCs), whether or not containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs)",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
38271300,382713,NA,NA,5.0%,"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included: --Containing carbon tetrachloride",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
38271400,382714,NA,NA,25.0%,"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included: --Containing 1,1,1-trichloroethane (methyl chloroform)",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
38275100,382751,NA,NA,20.0%,"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included: --Containing trifluoromethane (HFC-23)",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
38275900,382759,NA,NA,20.0%,"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included: --Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
38276100,382761,NA,NA,20.0%,"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included: --Containing 15 % or more by mass of 1,1,1-trifluoroethane (HFC-143a)",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
38276200,382762,NA,NA,20.0%,"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included: --Other, not included in the subheading above, containing 55 % or more by mass of pentafluoroethane (HFC- 125) but not containing unsaturated fluorinated derivatives of acyclic hydrocarbons (HFOs)",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
38276300,382763,NA,NA,20.0%,"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included: --Other, not included in the subheadings above, containing 40 % or more by mass of pentafluoroethane (HFC-125)",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
38276400,382764,NA,NA,20.0%,"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included: --Other, not included in the subheadings above, containing 30 % or more by mass of 1,1,1,2-tetrafluoroethane (HFC-134a) but not containing unsaturated fluorinated derivatives of acyclic hydrocarbons (HFOs)",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
38276500,382765,NA,NA,20.0%,"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included: --Other, not included in the subheadings above, containing 20 % or more by mass of difluoromethane (HFC-32) and 20 % or more by mass of pentafluoroethane (HFC-125)",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
38276800,382768,NA,NA,20.0%,"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included: --Other, not included in the subheadings above, containing substances of subheadings 2903.41 to 2903.48",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
38276900,382769,NA,NA,20.0%,"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included: --Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
38279000,382790,NA,NA,25.0%,"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included: -Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
00390410,003904,NA,NA,32.0%,"Poly""vinyl chloride"", in primary forms, not mixed with any other substances",Turkey,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
39072910,390729,NA,NA,27.5%,"Polyacetals, other polyethers and epoxide resins, in primary forms;polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms: ---Polytetramethylene ether glycol (PTMEG)",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
00390810,003908,NA,NA,10.0%,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",Turkey,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
39151000,391510,910000,91,25.0%,"Waste, parings and scrap, of plastics: -Of polymers of ethylene",China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
39152000,391520,910000,91,25.0%,"Waste, parings and scrap, of plastics: -Of polymers of styrene",China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
39153000,391530,910000,91,25.0%,"Waste, parings and scrap, of plastics: -Of polymers of vinyl chloride",China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
39159010,391590,910000,91,25.0%,"Waste, parings and scrap, of plastics: ---Of pdyethylene glycol tevephthalate",China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
39159090,391590,910000,91,25.0%,"Waste, parings and scrap, of plastics: ---Other",China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
00003926,000039,NA,NA,30.0%,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s.",Turkey,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
40122010,401220,920000,92,50.0%,"Retreaded or used pneumatic tires of rubber; solid or cushion tires, tire treads and tire flaps, of rubber. Used pneumatic tiresOf a size of 3600 X 51 or 4000 X 57",Canada,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
40122020,401220,920000,92,25.0%,"Retreaded or used pneumatic tires of rubber; solid or cushion tires, tire treads and tire flaps, of rubber. Used pneumatic tiresOf a kind used on vehicles, including tractors, for the on-highway transport of passengers or goods, or on vehicles of heading 87.05",Canada,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
40122090,401220,920000,92,50.0%,"Retreaded or used pneumatic tires of rubber; solid or cushion tires, tire treads and tire flaps, of rubber. Used pneumatic tiresOther",Canada,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
40151200,401512,NA,NA,25.0%,"Articles of apparel and clothing accessories (including gloves, mittens and mitts), for all purposes, of vulcanized rubber other than hard rubber: --Of a kind used for medical, surgical, dental or veterinary purposes",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
41152000,411520,910000,91,5.0%,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls; parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour: -Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour",China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
00004401,000044,NA,NA,15.0%,"Fuel wood, in logs, billets, twigs, faggots or similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms",Turkey,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
44011200,440112,NA,NA,25.0%,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms: --Non-coniferous",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44013200,440132,NA,NA,25.0%,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms: --Wood briquettes",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44014100,440141,NA,NA,25.0%,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms: --Sawdust",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44014900,440149,NA,NA,25.0%,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms: --Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44022000,440220,NA,NA,25.0%,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated: -Of shell or nut",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44031100,440311,NA,NA,25.0%,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared: --Coniferous",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44031200,440312,NA,NA,20.0%,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared: --Non-coniferous",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44032110,440321,NA,NA,25.0%,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared: ---Korean pine and Mongolian scotch pine",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44032190,440321,NA,NA,25.0%,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared: ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44032290,440322,NA,NA,20.0%,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared: ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44032300,440323,NA,NA,20.0%,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared: --Of fir (Abies spp.) and spruce (Picea spp.), of which the smallest cross-sectional dimension is 15 cm or more",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44032400,440324,NA,NA,25.0%,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared: --Of fir (Abies spp.) and spruce (Picea spp.), other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44032510,440325,NA,NA,5.0%,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared: ---Larch",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44032520,440325,NA,NA,5.0%,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared: ---Douglas fir",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44032590,440325,NA,NA,5.0%,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared: ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44032610,440326,NA,NA,20.0%,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared: ---Larch",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44032620,440326,NA,NA,20.0%,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared: ---Douglas fir",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44032690,440326,NA,NA,20.0%,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared: ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44039500,440395,NA,NA,25.0%,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared: --Of birch (Betula spp.), of which the smallest cross-sectional dimension is 15 cm or more",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44039700,440397,NA,NA,25.0%,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared: --Of poplar and aspen (Populus spp.)",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44039800,440398,NA,NA,25.0%,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared: --Of eucalyptus (Eucalyptus spp.)",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44069100,440691,NA,NA,5.0%,Railway or tramway sleepers (cross-ties) of wood: --Coniferous,China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44071100,440711,NA,NA,25.0%,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. Coniferous: Of pine (Pinus spp.)",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44071110,440711,NA,NA,25.0%,"Wood sawn or chipped lengthwise,sliced or peeledwhether or not planedsanded or end-jointedof a thickness exceeding 6mm: ---Korean pine and Mongolian scotch pine",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44071120,440711,NA,NA,25.0%,"Wood sawn or chipped lengthwise,sliced or peeledwhether or not planedsanded or end-jointedof a thickness exceeding 6mm: ---Rediata pine",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44071190,440711,NA,NA,25.0%,"Wood sawn or chipped lengthwise,sliced or peeledwhether or not planedsanded or end-jointedof a thickness exceeding 6mm: ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44071200,440712,NA,NA,50.0%,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. Coniferous: Of fir (Abies spp.) and spruce (Picea spp.)",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44071300,440713,NA,NA,50.0%,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. Coniferous: Of S-P-F (spruce (Picea spp.), pine (Pinus spp.) and fir (Abies spp.))",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44071400,440714,NA,NA,50.0%,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. Coniferous: Of Hem-fir (Western hemlock (Tsuga heterophylla) and fir (Abies spp.))",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44071900,440719,NA,NA,25.0%,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. Coniferous: Other",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44071910,440719,NA,NA,25.0%,"Wood sawn or chipped lengthwise,sliced or peeledwhether or not planedsanded or end-jointedof a thickness exceeding 6mm: ---Douglas fir",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44071990,440719,NA,NA,25.0%,"Wood sawn or chipped lengthwise,sliced or peeledwhether or not planedsanded or end-jointedof a thickness exceeding 6mm: ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44079600,440796,NA,NA,50.0%,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. Other: Of birch (Betula spp.)",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44079700,440797,NA,NA,30.0%,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. Other: Of poplar and aspen (Populus spp.)",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44123300,441233,NA,NA,50.0%,"Plywood, veneered panels and similar laminated wood. Other plywood, consisting solely of sheets of wood (other than bamboo), each ply not exceeding 6 mm thickness: Other, with at least one outer ply of non-coniferous wood of the species alder (Alnus spp.), ash (Fraxinus spp.), beech (Fagus spp.), birch (Betula spp.), cherry (Prunus spp.), chestnut (Castanea spp.), elm (Ulmus spp.), eucalyptus (Eucalyptus spp.), hickory (Carya spp.), horse chestnut (Aesculus spp.), lime (Tilia spp.), maple (Acer spp.), oak (Quercus spp.), plane tree (Platanus spp.), poplar and aspen (Populus spp.), robinia (Robinia spp.), tulipwood (Liriodendron spp.) or walnut (Juglans spp.)",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44123400,441234,NA,NA,25.0%,"Plywood, veneered panels and similar laminated wood. Other plywood, consisting solely of sheets of wood (other than bamboo), each ply not exceeding 6 mm thickness: Other, with at least one outer ply of non-coniferous wood not specified under subheading 4412.33",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44123410,441234,NA,NA,25.0%,"Plywood, veneered panels and similar laminated wood: ---With at least one outer ply of temperate non-coniferous wood(other than non-coniferous wood of subheading 4412.33 )",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44123490,441234,NA,NA,25.0%,"Plywood, veneered panels and similar laminated wood: ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44124100,441241,NA,NA,50.0%,"Plywood, veneered panels and similar laminated wood. Laminated veneered lumber (LVL): With at least one outer ply of tropical wood",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44124200,441242,NA,NA,50.0%,"Plywood, veneered panels and similar laminated wood. Laminated veneered lumber (LVL): Other, with at least one outer ply of non-coniferous wood",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44124900,441249,NA,NA,25.0%,"Plywood, veneered panels and similar laminated wood. Laminated veneered lumber (LVL): Other, with both outer plies of coniferous wood",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44124990,441249,NA,NA,25.0%,"Plywood, veneered panels and similar laminated wood: ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44125100,441251,NA,NA,50.0%,"Plywood, veneered panels and similar laminated wood. Blockboard, laminboard and battenboard: With at least one outer ply of tropical wood",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44125200,441252,NA,NA,50.0%,"Plywood, veneered panels and similar laminated wood. Blockboard, laminboard and battenboard: Other, with at least one outer ply of non-coniferous wood",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44125900,441259,NA,NA,25.0%,"Plywood, veneered panels and similar laminated wood. Blockboard, laminboard and battenboard: Other, with both outer plies of coniferous wood",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44141000,441410,NA,NA,20.0%,"Wooden frames for paintings, photographs, mirrors or similar objects: -Of tropical wood",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44149010,441490,NA,NA,20.0%,"Wooden frames for paintings, photographs, mirrors or similar objects: ---Of radiata pine",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44149090,441490,NA,NA,20.0%,"Wooden frames for paintings, photographs, mirrors or similar objects: ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44181100,441811,NA,NA,25.0%,"Builders joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes: --Of tropical wood",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44181110,441811,NA,NA,25.0%,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes. Windows, French-windows and their frames: Of tropical woodWindow frames",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44181190,441811,NA,NA,25.0%,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes. Windows, French-windows and their frames: Of tropical woodOther",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44181910,441819,NA,NA,25.0%,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes. Windows, French-windows and their frames: OtherWindow frames",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44181990,441819,NA,NA,50.0%,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes. Windows, French-windows and their frames: OtherOther",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44182100,441821,NA,NA,50.0%,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes. Doors and their frames and thresholds: Of tropical wood",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44182900,441829,NA,NA,50.0%,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes. Doors and their frames and thresholds: Other",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44188100,441881,NA,NA,50.0%,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes. Engineered structural timber products: Glue-laminated timber (glulam)",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44188200,441882,NA,NA,50.0%,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes. Engineered structural timber products: Cross-laminated timber (CLT or X-lam)",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44188300,441883,NA,NA,50.0%,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes. Engineered structural timber products: I beams",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44188900,441889,NA,NA,50.0%,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes. Engineered structural timber products: Other",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44189200,441892,NA,NA,50.0%,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes. Other: Cellular wood panels",Canada,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44192000,441920,NA,NA,25.0%,"Tableware and kitchenware, of wood: -Of tropical wood",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44201110,442011,NA,NA,25.0%,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles or furniture not falling in Chapter 94: ----Wood carvings",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44201190,442011,NA,NA,25.0%,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles or furniture not falling in Chapter 94: ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44201911,442019,NA,NA,25.0%,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles or furniture not falling in Chapter 94: ----Wood carvings",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44201990,442019,NA,NA,25.0%,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles or furniture not falling in Chapter 94: ---Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
44212000,442120,NA,NA,20.0%,Other articles of wood: -Coffins,China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47071000,470710,910000,91,25.0%,Recovered (waste and scrap) paper or paperboard: -Unbleached kraft paper or paperboard or of corrugated paper or paperboard,China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
47072000,470720,910000,91,25.0%,"Recovered (waste and scrap) paper or paperboard: -Other paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass",China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
47073000,470730,910000,91,25.0%,"Recovered (waste and scrap) paper or paperboard: -Paper or paperboard made mainly of mechanical pulp (for example, news-papers, journals and similar printed matter)",China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
47079000,470790,910000,91,25.0%,"Recovered (waste and scrap) paper or paperboard: -Other, including unsorted waste and scrap",China,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
00004802,000048,NA,NA,10.0%,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in rolls or in square or rectangular sheets, of any size, and handmade paper and paperboard",Turkey,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
00004804,000048,NA,NA,10.0%,Uncoated kraft paper and paperboard,Turkey,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
00004811,000048,NA,NA,25.0%,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or in square or rectangular sheets, of any size (excl. goods of heading 4803, 4809 and 4810)",Turkey,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
49052000,490520,NA,NA,25.0%,"Maps and hydrographic or similar charts of all kinds, including atlases, wall maps, topographical plans and globes, printed: -In book form",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
49059000,490590,NA,NA,5.0%,"Maps and hydrographic or similar charts of all kinds, including atlases, wall maps, topographical plans and globes, printed: -Other",China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
55011100,550111,NA,NA,25.0%,Synthetic filament tow: --Of aramids,China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
55011900,550119,NA,NA,25.0%,Synthetic filament tow: --Other,China,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
